Storm_Intensity,Latitude_NS,Longitude_EW,Min_Pressure
 TS, 25.2N,  75.5W,60
 TS, 25.2N,  76.0W,60
 TS, 25.5N,  76.6W,60
 TS, 25.8N,  77.6W,60
 TS, 26.0N,  78.5W,60
 TS, 26.2N,  79.5W,60
 TS, 26.4N,  80.1W,60
 TS, 26.5N,  80.5W,50
 TS, 26.8N,  81.3W,40
 TS, 27.2N,  81.8W,40
 TS, 20.2N,  93.3W,40
 TS, 20.3N,  93.3W,40
 TS, 20.4N,  93.3W,40
 TS, 20.6N,  93.2W,40
 TS, 20.7N,  93.2W,40
 TS, 20.8N,  93.2W,50
 TS, 21.0N,  93.1W,50
 TS, 21.2N,  93.0W,50
 TS, 21.4N,  92.9W,60
 TS, 21.6N,  92.8W,60
 HU, 21.8N,  92.6W,70
 HU, 22.0N,  92.5W,80
 HU, 22.3N,  92.1W,80
 HU, 22.5N,  91.7W,80
 HU, 23.1N,  91.0W,80
 HU, 23.9N,  90.0W,80
 HU, 24.8N,  88.7W,80
 HU, 25.7N,  87.1W,80
 HU, 26.7N,  85.0W,80
 HU, 27.7N,  82.8W,80
 HU, 29.2N,  79.2W,70
 EX, 30.3N,  75.2W,60
 EX, 31.7N,  69.9W,50
 EX, 32.7N,  63.5W,40
 TS, 27.9N,  84.1W,40
 TS, 27.8N,  84.5W,40
 TS, 27.8N,  84.8W,50
 TS, 27.7N,  85.3W,50
 TS, 27.6N,  85.9W,60
 TS, 27.5N,  86.3W,60
 HU, 27.5N,  86.8W,70
 HU, 27.4N,  87.5W,70
 HU, 27.4N,  88.0W,80
 HU, 27.4N,  88.5W,80
 HU, 27.5N,  89.0W,90
 HU, 27.5N,  89.5W,90
 HU, 27.6N,  89.9W,100
 HU, 27.9N,  90.1W,100
 HU, 28.4N,  90.3W,110
 HU, 29.0N,  90.1W,110
 HU, 29.2N,  90.0W,110
 HU, 29.7N,  89.8W,100
 HU, 30.5N,  88.9W,100
 HU, 31.0N,  88.0W,70
 TS, 31.3N,  86.8W,50
 TS, 31.4N,  85.6W,40
 TS, 31.5N,  84.6W,40
 TS, 31.7N,  83.6W,40
 TS, 31.8N,  82.6W,40
 TS, 31.9N,  81.6W,40
 TS, 32.0N,  80.6W,40
 TS, 32.0N,  79.6W,50
 TS, 32.0N,  78.6W,50
 TS, 32.0N,  77.6W,50
 TS, 32.3N,  76.6W,50
 TS, 32.5N,  75.6W,50
 TS, 32.7N,  74.6W,50
 TS, 33.0N,  73.5W,50
 TS, 33.3N,  72.0W,50
 TS, 28.2N,  77.1W,60
 TS, 29.2N,  76.5W,60
 HU, 30.2N,  75.9W,70
 HU, 31.5N,  75.3W,70
 HU, 33.0N,  74.5W,80
 HU, 34.4N,  73.5W,80
 HU, 35.8N,  72.1W,90
 HU, 37.2N,  71.0W,90
 HU, 38.5N,  69.9W,80
 HU, 39.8N,  68.9W,80
 HU, 41.0N,  68.0W,70
 HU, 42.0N,  67.1W,70
 HU, 25.1N,  83.8W,90
 HU, 25.2N,  84.1W,90
 HU, 25.2N,  84.5W,90
 HU, 25.2N,  84.8W,90
 HU, 25.2N,  85.2W,90
 HU, 25.3N,  85.6W,90
 HU, 25.4N,  86.0W,90
 HU, 25.5N,  86.6W,90
 HU, 25.6N,  87.1W,90
 HU, 25.7N,  87.6W,90
 HU, 25.9N,  88.1W,90
 HU, 26.2N,  88.6W,90
 HU, 26.7N,  89.3W,90
 HU, 27.2N,  89.6W,90
 HU, 27.7N,  89.8W,90
 HU, 28.3N,  89.8W,90
 HU, 28.9N,  89.7W,90
 HU, 29.3N,  89.6W,90
 HU, 29.5N,  89.6W,90
 HU, 30.1N,  89.4W,90
 HU, 30.8N,  89.1W,70
 TS, 31.8N,  88.6W,50
 TS, 33.0N,  88.0W,40
 HU, 40.0N,  50.5W,70
 TS, 22.2N,  66.1W,40
 TS, 22.7N,  66.8W,40
 TS, 23.2N,  67.5W,40
 TS, 23.7N,  68.1W,40
 TS, 24.2N,  68.8W,50
 TS, 25.1N,  69.4W,50
 TS, 26.0N,  70.0W,60
 TS, 26.9N,  70.3W,60
 TS, 28.2N,  70.6W,60
 TS, 29.6N,  70.8W,60
 TS, 31.0N,  71.0W,60
 TS, 32.5N,  71.0W,60
 TS, 34.3N,  70.6W,60
 TS, 36.0N,  70.0W,60
 TS, 37.5N,  69.3W,60
 TS, 39.0N,  68.5W,60
 TS, 22.4N,  91.0W,50
 TS, 22.6N,  91.1W,50
 TS, 23.0N,  91.3W,60
 TS, 23.4N,  91.5W,60
 HU, 23.7N,  91.6W,70
 HU, 24.4N,  91.9W,70
 HU, 25.1N,  92.0W,80
 HU, 26.0N,  92.1W,80
 HU, 26.8N,  92.0W,80
 HU, 27.6N,  91.9W,90
 HU, 28.5N,  91.6W,90
 HU, 29.5N,  91.4W,90
 HU, 29.7N,  91.4W,90
 TS, 31.2N,  90.9W,60
 TS, 32.3N,  90.5W,50
 TS, 33.5N,  90.0W,40
 TS, 34.7N,  89.1W,40
 HU, 23.5N,  70.6W,70
 HU, 23.7N,  71.1W,70
 HU, 24.0N,  71.6W,70
 HU, 24.2N,  72.0W,70
 HU, 24.5N,  72.3W,70
 HU, 24.7N,  72.6W,70
 HU, 25.2N,  73.0W,80
 HU, 25.7N,  73.1W,80
 HU, 26.3N,  73.4W,80
 HU, 27.1N,  73.6W,80
 HU, 28.1N,  73.8W,80
 HU, 29.3N,  73.5W,80
 HU, 30.8N,  72.9W,90
 HU, 32.5N,  71.9W,90
 HU, 34.5N,  70.3W,80
 HU, 37.0N,  68.0W,80
 HU, 39.5N,  65.5W,70
 HU, 41.5N,  62.5W,70
 TS, 15.1N,  58.5W,50
 TS, 15.5N,  59.3W,50
 TS, 15.8N,  60.1W,50
 TS, 16.2N,  60.9W,50
 TS, 16.7N,  61.6W,50
 TS, 17.4N,  62.4W,50
 TS, 18.0N,  63.1W,50
 TS, 18.6N,  63.8W,50
 TS, 19.4N,  64.6W,50
 TS, 20.2N,  65.5W,50
 TS, 21.2N,  66.1W,50
 TS, 22.1N,  66.6W,50
 TS, 23.1N,  67.4W,60
 TS, 24.0N,  67.9W,60
 HU, 25.0N,  68.4W,70
 HU, 26.0N,  68.9W,70
 HU, 26.9N,  69.3W,80
 HU, 27.8N,  69.6W,80
 HU, 28.7N,  70.0W,90
 HU, 29.5N,  70.1W,90
 HU, 30.1N,  70.1W,90
 HU, 30.7N,  70.1W,90
 HU, 31.4N,  70.0W,80
 HU, 32.5N,  69.6W,80
 HU, 33.9N,  69.3W,80
 HU, 35.0N,  68.8W,80
 HU, 36.0N,  68.0W,70
 HU, 37.0N,  67.0W,70
 TS, 20.5N,  70.0W,40
 TS, 21.0N,  71.5W,40
 TS, 21.5N,  73.0W,50
 TS, 22.0N,  74.5W,60
 HU, 22.5N,  76.0W,70
 HU, 22.9N,  77.4W,70
 HU, 23.2N,  78.7W,80
 HU, 23.5N,  79.9W,80
 HU, 23.7N,  80.8W,80
 HU, 23.9N,  81.5W,80
 HU, 24.2N,  82.0W,80
 HU, 24.6N,  82.5W,80
 HU, 25.0N,  83.0W,70
 HU, 25.4N,  83.5W,70
 TS, 25.8N,  84.0W,60
 TS, 26.2N,  84.5W,60
 TS, 26.6N,  85.0W,50
 TS, 27.0N,  85.6W,50
 HU, 34.4N,  62.0W,80
 HU, 35.0N,  61.8W,80
 HU, 35.5N,  61.6W,80
 HU, 36.2N,  61.2W,80
 HU, 36.8N,  60.6W,80
 HU, 37.4N,  59.9W,80
 HU, 38.0N,  59.0W,80
 HU, 38.5N,  58.0W,80
 HU, 39.0N,  57.0W,80
 HU, 39.7N,  55.8W,80
 HU, 40.3N,  54.3W,80
 HU, 40.8N,  52.5W,80
 HU, 41.3N,  50.9W,80
 HU, 41.7N,  49.3W,80
 HU, 42.0N,  47.8W,80
 HU, 42.3N,  46.3W,80
 HU, 42.5N,  44.7W,90
 HU, 43.0N,  43.3W,90
 HU, 43.5N,  41.8W,90
 HU, 44.3N,  39.9W,90
 HU, 45.4N,  38.0W,90
 HU, 46.5N,  36.3W,90
 HU, 47.7N,  34.8W,90
 HU, 49.0N,  32.7W,90
 HU, 28.5N,  50.0W,70
 HU, 28.5N,  77.5W,70
 HU, 31.7N,  78.0W,70
 HU, 34.5N,  77.4W,70
 TS, 35.2N,  77.1W,60
 TS, 39.0N,  75.1W,60
 TS, 42.0N,  72.6W,50
 TS, 45.0N,  67.5W,50
 TS, 20.0N,  46.0W,60
 TS, 21.0N,  47.0W,60
 TS, 22.0N,  48.0W,60
 TS, 23.0N,  49.0W,60
 TS, 24.0N,  50.0W,60
 TS, 25.0N,  51.0W,60
 TS, 26.0N,  52.0W,60
 TS, 27.2N,  52.8W,60
 TS, 28.5N,  53.4W,60
 TS, 30.0N,  53.8W,60
 TS, 32.0N,  54.0W,60
 TS, 34.0N,  53.6W,60
 TS, 35.5N,  52.4W,50
 TS, 36.8N,  51.3W,50
 TS, 38.0N,  50.0W,50
 TS, 39.0N,  48.5W,50
 TS, 35.3N,  75.3W,50
 TS, 25.5N,  82.1W,60
 TS, 26.0N,  81.8W,60
 TS, 27.2N,  81.1W,50
 TS, 29.2N,  80.1W,60
 HU, 31.2N,  78.6W,70
 HU, 33.2N,  77.3W,70
 HU, 34.7N,  76.6W,70
 HU, 35.2N,  76.3W,70
 TS, 37.0N,  75.0W,60
 TS, 38.7N,  73.8W,60
 TS, 40.3N,  72.8W,60
 TS, 41.0N,  72.3W,60
 TS, 41.2N,  72.0W,60
 TS, 42.0N,  71.5W,50
 TS, 44.0N,  70.0W,50
 TS, 32.0N,  75.6W,50
 TS, 32.5N,  75.3W,50
 TS, 33.0N,  75.0W,50
 TS, 33.3N,  74.6W,50
 TS, 33.5N,  74.4W,50
 TS, 33.9N,  74.1W,50
 TS, 34.2N,  73.8W,50
 TS, 34.7N,  73.3W,50
 TS, 35.0N,  72.9W,50
 TS, 35.5N,  72.5W,50
 TS, 36.0N,  72.0W,50
 TS, 36.5N,  71.3W,50
 HU, 28.8N,  71.5W,90
 HU, 30.1N,  71.5W,90
 HU, 31.4N,  71.4W,90
 HU, 32.7N,  71.3W,90
 HU, 34.0N,  70.6W,90
 HU, 34.9N,  70.0W,90
 HU, 35.8N,  68.8W,90
 HU, 37.0N,  67.1W,90
 HU, 38.5N,  64.6W,90
 HU, 39.7N,  62.5W,90
 HU, 41.0N,  60.0W,80
 HU, 42.5N,  57.0W,80
 HU, 44.5N,  53.0W,80
 TS, 22.2N,  56.0W,60
 TS, 22.4N,  57.0W,60
 TS, 22.5N,  58.0W,60
 TS, 22.7N,  59.2W,60
 HU, 23.1N,  60.4W,70
 HU, 23.4N,  61.5W,70
 HU, 23.7N,  62.8W,70
 HU, 24.2N,  64.0W,70
 HU, 24.6N,  65.3W,80
 HU, 25.0N,  66.5W,80
 HU, 25.6N,  67.6W,80
 HU, 26.0N,  68.3W,80
 HU, 26.6N,  69.0W,90
 HU, 27.2N,  69.8W,90
 HU, 27.8N,  70.5W,90
 HU, 28.5N,  71.1W,90
 HU, 29.2N,  71.5W,90
 HU, 30.0N,  71.9W,90
 HU, 30.7N,  72.3W,90
 HU, 31.4N,  72.6W,90
 HU, 32.0N,  72.8W,90
 HU, 32.5N,  72.9W,90
 HU, 33.0N,  73.0W,90
 HU, 33.8N,  73.1W,90
 HU, 34.8N,  73.0W,90
 HU, 36.0N,  72.6W,90
 HU, 37.0N,  72.1W,90
 HU, 38.0N,  71.5W,90
 HU, 39.0N,  70.1W,90
 HU, 40.0N,  68.5W,90
 HU, 40.8N,  66.5W,90
 HU, 41.5N,  64.0W,90
 HU, 42.0N,  61.0W,80
 HU, 42.5N,  57.0W,80
 TS, 13.0N,  61.0W,50
 HU, 33.0N,  69.6W,70
 HU, 33.5N,  69.6W,70
 HU, 34.2N,  69.6W,70
 HU, 34.9N,  69.5W,70
 HU, 35.5N,  69.4W,70
 HU, 36.3N,  69.1W,70
 HU, 37.2N,  68.8W,70
 HU, 38.4N,  68.5W,70
 HU, 39.8N,  68.1W,70
 HU, 41.2N,  67.6W,70
 EX, 42.3N,  66.6W,60
 EX, 43.4N,  65.0W,60
 EX, 44.5N,  63.0W,50
 EX, 45.5N,  60.0W,50
 TS, 10.5N,  79.5W,60
 TS, 10.5N,  79.5W,60
 TS, 10.5N,  79.5W,60
 TS, 10.5N,  79.5W,60
 TS, 10.5N,  79.5W,60
 TS, 10.5N,  79.5W,60
 TS, 10.5N,  79.5W,60
 TS, 10.5N,  79.5W,60
 TS, 10.5N,  79.5W,60
 TS, 10.5N,  79.5W,60
 TS, 10.5N,  79.6W,50
 TS, 10.5N,  79.7W,50
 TS, 10.5N,  79.8W,40
 TS, 10.5N,  80.0W,40
 HU, 37.7N,  50.8W,90
 HU, 38.5N,  50.5W,90
 HU, 39.2N,  50.0W,80
 HU, 39.8N,  49.3W,80
 HU, 40.3N,  48.5W,70
 HU, 40.9N,  47.7W,70
 HU, 41.5N,  46.8W,70
 HU, 42.0N,  45.8W,70
 HU, 39.4N,  58.5W,90
 HU, 40.0N,  57.3W,90
 HU, 40.8N,  56.0W,90
 HU, 41.2N,  54.5W,90
 HU, 41.5N,  52.8W,80
 HU, 41.8N,  51.2W,80
 HU, 42.0N,  49.5W,70
 HU, 42.2N,  47.5W,70
 HU, 26.5N,  66.6W,70
 HU, 26.8N,  67.0W,70
 HU, 27.2N,  67.5W,70
 HU, 27.7N,  68.8W,70
 HU, 28.6N,  70.3W,80
 HU, 29.6N,  71.6W,80
 HU, 30.5N,  72.6W,90
 HU, 31.8N,  73.1W,90
 HU, 33.2N,  73.1W,90
 HU, 34.5N,  73.1W,90
 HU, 35.7N,  72.6W,90
 HU, 37.0N,  71.8W,90
 HU, 38.3N,  70.8W,90
 HU, 39.5N,  69.5W,90
 HU, 41.0N,  67.8W,80
 HU, 42.8N,  65.8W,80
 HU, 44.5N,  63.6W,70
 TS, 46.0N,  61.7W,60
 HU, 29.5N,  75.5W,90
 HU, 30.9N,  75.3W,90
 HU, 32.3N,  75.0W,90
 HU, 33.7N,  74.6W,90
 HU, 35.3N,  73.9W,90
 HU, 36.5N,  73.1W,90
 HU, 37.9N,  72.0W,80
 HU, 39.5N,  70.5W,80
 TS, 18.5N,  60.2W,60
 TS, 19.2N,  61.2W,60
 HU, 20.2N,  62.0W,70
 HU, 21.4N,  62.6W,70
 HU, 22.6N,  63.2W,70
 HU, 23.9N,  63.7W,70
 HU, 25.1N,  64.0W,70
 HU, 26.4N,  64.1W,70
 HU, 27.8N,  64.1W,70
 HU, 29.3N,  63.9W,70
 HU, 30.6N,  63.8W,70
 HU, 31.6N,  63.5W,70
 HU, 32.7N,  63.1W,70
 HU, 33.7N,  62.6W,70
 HU, 34.5N,  62.0W,70
 HU, 35.5N,  61.5W,70
 HU, 36.0N,  61.1W,70
 HU, 36.8N,  60.5W,70
 HU, 37.5N,  59.8W,70
 HU, 38.5N,  58.6W,70
 HU, 39.4N,  57.1W,70
 HU, 40.2N,  55.7W,70
 HU, 41.2N,  54.1W,70
 HU, 42.5N,  52.1W,70
 TS, 43.8N,  49.7W,60
 TS, 44.9N,  47.3W,60
 TS, 46.0N,  45.0W,60
 TS, 46.9N,  43.2W,60
 TS, 47.9N,  41.0W,50
 TS, 48.9N,  38.9W,50
 TS, 50.0N,  36.8W,50
 TS, 51.0N,  34.3W,50
 TS, 24.7N,  79.9W,40
 TS, 25.2N,  79.9W,40
 TS, 25.7N,  79.8W,50
 TS, 26.3N,  79.6W,50
 TS, 27.0N,  79.4W,60
 TS, 27.8N,  79.3W,60
 TS, 28.8N,  79.1W,60
 TS, 30.1N,  78.9W,60
 TS, 31.5N,  78.6W,60
 TS, 32.9N,  78.0W,60
 TS, 34.3N,  77.3W,60
 TS, 34.6N,  77.1W,60
 TS, 36.0N,  76.5W,50
 TS, 38.5N,  75.6W,50
 TS, 42.0N,  73.5W,40
 TS, 22.5N,  96.5W,50
 TS, 22.6N,  96.8W,50
 TS, 22.7N,  97.1W,50
 TS, 22.7N,  97.6W,50
 TS, 23.0N,  98.0W,40
 TS, 23.2N,  98.5W,40
 TS, 31.1N,  70.1W,50
 TS, 32.5N,  70.6W,50
 TS, 34.5N,  71.6W,50
 TS, 37.0N,  72.8W,40
 TS, 28.5N,  95.7W,60
 TS, 28.9N,  95.3W,60
 TS, 29.3N,  94.8W,60
 TS, 29.6N,  94.3W,50
 TS, 29.8N,  93.7W,50
 TS, 30.0N,  93.1W,50
 EX, 30.1N,  92.5W,40
 EX, 30.2N,  91.9W,40
 EX, 30.3N,  91.3W,40
 EX, 30.4N,  90.7W,40
 EX, 30.5N,  90.1W,40
 EX, 30.6N,  89.5W,40
 HU, 30.8N,  76.0W,70
 HU, 31.8N,  75.1W,70
 HU, 33.0N,  74.0W,70
 HU, 34.5N,  72.4W,70
 HU, 36.0N,  69.8W,70
 HU, 37.3N,  67.0W,70
 HU, 38.5N,  64.5W,70
 HU, 39.7N,  61.5W,70
 TS, 41.0N,  58.0W,60
 TS, 42.4N,  54.0W,60
 TS, 44.0N,  49.5W,60
 TS, 46.0N,  44.0W,60
 TS, 24.0N,  89.0W,60
 HU, 14.8N,  54.5W,70
 HU, 14.9N,  55.6W,70
 HU, 14.9N,  56.8W,70
 HU, 14.9N,  58.1W,70
 HU, 15.0N,  59.5W,70
 HU, 15.0N,  60.9W,70
 HU, 15.0N,  62.5W,70
 HU, 15.0N,  63.9W,70
 HU, 15.1N,  65.3W,70
 HU, 15.1N,  66.6W,70
 HU, 15.2N,  68.1W,70
 HU, 15.4N,  69.6W,70
 HU, 15.6N,  71.3W,70
 HU, 15.8N,  73.0W,70
 HU, 16.0N,  74.4W,70
 HU, 16.1N,  75.6W,70
 HU, 16.2N,  77.1W,70
 HU, 16.5N,  78.6W,70
 HU, 16.7N,  80.5W,70
 HU, 16.9N,  82.1W,70
 HU, 17.0N,  83.6W,70
 HU, 17.2N,  85.1W,70
 HU, 17.4N,  86.6W,70
 HU, 17.6N,  88.1W,70
 TS, 17.7N,  89.6W,50
 TS, 17.9N,  91.1W,40
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 33.0N,  72.5W,50
 TS, 28.5N,  72.0W,50
 TS, 29.5N,  72.6W,50
 TS, 30.5N,  72.9W,50
 TS, 31.7N,  73.1W,50
 TS, 33.0N,  73.3W,60
 TS, 34.3N,  73.1W,60
 HU, 35.5N,  72.5W,70
 HU, 37.0N,  70.9W,70
 HU, 38.4N,  68.8W,70
 HU, 39.5N,  66.6W,70
 HU, 40.5N,  64.3W,70
 HU, 41.5N,  61.5W,70
 TS, 13.0N,  80.0W,50
 TS, 26.0N,  97.5W,50
 TS, 30.3N,  78.3W,50
 TS, 30.6N,  78.1W,50
 TS, 31.0N,  77.9W,50
 TS, 31.4N,  77.5W,50
 TS, 31.9N,  77.0W,50
 TS, 32.4N,  76.6W,50
 TS, 32.9N,  76.3W,50
 TS, 33.2N,  75.9W,50
 TS, 33.5N,  75.6W,50
 TS, 33.8N,  75.3W,50
 TS, 34.0N,  75.0W,60
 TS, 34.5N,  74.6W,60
 TS, 34.9N,  74.1W,60
 TS, 35.4N,  73.6W,60
 TS, 35.9N,  73.1W,60
 TS, 36.4N,  72.4W,60
 TS, 37.0N,  71.5W,60
 TS, 37.5N,  70.8W,60
 TS, 38.3N,  70.0W,60
 TS, 39.3N,  69.0W,60
 HU, 16.0N,  55.5W,90
 HU, 16.0N,  56.7W,90
 HU, 16.0N,  58.0W,90
 HU, 16.0N,  59.3W,90
 HU, 16.1N,  60.8W,90
 HU, 16.2N,  62.4W,90
 HU, 16.5N,  63.8W,90
 HU, 16.7N,  65.5W,90
 HU, 16.7N,  67.5W,90
 HU, 17.0N,  69.5W,90
 HU, 17.1N,  71.0W,90
 HU, 17.4N,  72.4W,90
 HU, 17.7N,  73.6W,90
 HU, 18.0N,  75.0W,90
 HU, 18.5N,  76.3W,90
 HU, 18.9N,  77.4W,90
 HU, 19.2N,  78.8W,90
 HU, 19.9N,  80.1W,90
 HU, 20.2N,  81.5W,90
 HU, 20.7N,  82.6W,90
 HU, 21.0N,  83.9W,90
 HU, 21.2N,  85.1W,90
 HU, 21.9N,  86.5W,90
 HU, 22.6N,  87.6W,90
 HU, 23.1N,  88.4W,90
 HU, 23.7N,  89.4W,90
 HU, 24.6N,  90.4W,90
 HU, 25.4N,  91.1W,90
 HU, 26.3N,  91.8W,90
 HU, 27.1N,  92.4W,90
 HU, 28.1N,  92.9W,90
 HU, 29.2N,  93.3W,90
 HU, 29.8N,  93.4W,90
 HU, 30.4N,  93.5W,70
 TS, 31.6N,  93.5W,50
 TS, 32.8N,  93.3W,40
 TS, 34.0N,  93.0W,40
 TS, 29.7N,  92.0W,60
 HU, 25.5N,  69.5W,70
 TS,  9.5N,  80.4W,40
 TS,  9.7N,  80.4W,40
 TS, 10.0N,  80.5W,40
 TS, 10.2N,  80.6W,40
 TS, 10.5N,  80.6W,40
 TS, 10.7N,  80.8W,40
 TS, 11.0N,  81.0W,50
 TS, 11.3N,  81.1W,50
 TS, 11.8N,  81.3W,50
 TS, 12.3N,  81.4W,50
 TS, 12.9N,  81.6W,60
 TS, 13.7N,  81.8W,60
 TS, 14.3N,  82.0W,60
 TS, 15.2N,  82.3W,60
 HU, 15.9N,  82.4W,70
 HU, 16.9N,  82.6W,70
 HU, 17.9N,  82.8W,80
 HU, 18.9N,  83.0W,80
 HU, 20.0N,  83.0W,90
 HU, 21.2N,  82.9W,90
 HU, 22.6N,  82.6W,80
 HU, 23.8N,  82.1W,90
 HU, 24.6N,  81.7W,90
 HU, 25.0N,  81.4W,90
 HU, 25.4N,  81.1W,90
 HU, 26.5N,  80.2W,80
 HU, 28.2N,  78.8W,80
 HU, 29.9N,  77.2W,80
 HU, 31.4N,  75.3W,80
 HU, 32.5N,  73.1W,80
 HU, 33.5N,  70.6W,70
 HU, 34.7N,  68.3W,70
 HU, 36.0N,  66.0W,70
 HU, 37.3N,  63.5W,70
 HU, 28.0N,  87.3W,90
 HU, 28.0N,  87.8W,90
 HU, 28.0N,  88.3W,90
 HU, 28.0N,  88.8W,90
 HU, 28.1N,  89.3W,90
 HU, 28.1N,  89.9W,90
 HU, 28.1N,  90.5W,90
 HU, 28.1N,  91.1W,90
 HU, 28.2N,  91.7W,90
 HU, 28.2N,  92.3W,90
 HU, 28.2N,  92.9W,90
 HU, 28.2N,  93.5W,90
 HU, 28.3N,  94.1W,90
 HU, 28.3N,  94.7W,90
 HU, 28.4N,  95.3W,90
 HU, 28.5N,  95.9W,90
 HU, 28.5N,  96.5W,90
 TS, 28.6N,  97.1W,60
 TS, 28.6N,  97.7W,40
 HU, 14.7N,  62.6W,90
 HU, 14.7N,  64.1W,90
 HU, 14.8N,  65.6W,90
 HU, 15.0N,  67.1W,90
 HU, 15.2N,  68.6W,90
 HU, 15.5N,  70.1W,90
 HU, 15.7N,  71.6W,90
 HU, 15.9N,  73.6W,90
 HU, 16.2N,  75.8W,80
 HU, 16.6N,  77.8W,80
 HU, 17.0N,  79.6W,80
 HU, 17.4N,  81.3W,80
 HU, 17.7N,  83.1W,80
 HU, 18.0N,  84.8W,80
 HU, 18.5N,  86.9W,80
 TS, 19.0N,  88.9W,60
 TS, 19.4N,  90.9W,60
 HU, 19.7N,  92.6W,70
 HU, 20.0N,  94.5W,80
 HU, 20.2N,  96.5W,80
 TS, 20.5N,  98.5W,60
 TS, 20.7N, 100.5W,40
 HU, 33.0N,  68.1W,70
 HU, 34.0N,  68.0W,70
 HU, 35.0N,  67.8W,70
 HU, 36.0N,  67.4W,70
 HU, 37.2N,  66.9W,70
 HU, 38.5N,  66.1W,70
 HU, 39.8N,  65.1W,70
 HU, 41.0N,  64.1W,70
 HU, 42.4N,  62.2W,70
 HU, 43.4N,  60.4W,70
 HU, 44.5N,  58.6W,70
 HU, 45.5N,  56.5W,70
 TS, 46.3N,  54.2W,60
 TS, 47.0N,  51.2W,60
 HU, 15.0N,  29.5W,70
 HU, 40.0N,  62.5W,90
 HU, 41.0N,  61.7W,90
 HU, 42.0N,  60.9W,90
 HU, 43.0N,  60.1W,90
 HU, 44.0N,  59.3W,80
 HU, 45.0N,  58.6W,80
 HU, 46.0N,  57.8W,70
 HU, 47.0N,  57.0W,70
 TS, 48.3N,  55.9W,60
 TS, 49.5N,  55.0W,60
 EX, 51.0N,  54.0W,60
 EX, 52.5N,  52.8W,60
 HU, 13.2N,  35.0W,80
 HU, 13.3N,  36.0W,80
 HU, 13.4N,  37.0W,80
 HU, 13.6N,  38.0W,80
 HU, 13.9N,  39.4W,80
 HU, 14.2N,  40.7W,80
 HU, 14.5N,  42.0W,80
 HU, 14.8N,  43.2W,80
 HU, 15.1N,  44.3W,80
 HU, 15.5N,  45.7W,80
 HU, 15.8N,  47.0W,80
 HU, 16.0N,  48.0W,80
 HU, 16.2N,  49.5W,80
 HU, 16.6N,  50.9W,80
 HU, 17.0N,  52.5W,80
 HU, 17.2N,  53.9W,80
 HU, 17.5N,  55.1W,90
 HU, 17.9N,  56.7W,90
 HU, 18.2N,  58.2W,90
 HU, 18.5N,  59.5W,90
 HU, 18.7N,  60.7W,100
 HU, 19.1N,  62.3W,100
 HU, 19.4N,  63.7W,100
 HU, 19.7N,  64.9W,100
 HU, 20.2N,  66.3W,100
 HU, 20.6N,  67.6W,100
 HU, 20.9N,  69.0W,100
 HU, 21.2N,  70.4W,100
 HU, 21.6N,  71.9W,110
 HU, 22.0N,  73.6W,110
 HU, 22.5N,  75.0W,120
 HU, 23.4N,  76.1W,120
 HU, 24.5N,  77.1W,120
 HU, 25.9N,  77.6W,120
 HU, 27.3N,  77.9W,110
 HU, 28.0N,  77.8W,110
 HU, 28.5N,  77.6W,100
 HU, 29.3N,  77.1W,100
 HU, 30.5N,  76.3W,90
 HU, 32.0N,  75.0W,90
 HU, 33.5N,  73.1W,90
 HU, 34.7N,  71.0W,90
 HU, 36.0N,  68.5W,80
 HU, 37.5N,  65.3W,80
 HU, 39.0N,  62.1W,80
 HU, 40.7N,  58.4W,80
 HU, 42.0N,  54.5W,70
 HU, 43.0N,  50.0W,70
 TS, 29.5N,  75.8W,50
 TS, 31.5N,  75.8W,50
 TS, 33.7N,  75.4W,60
 TS, 36.0N,  74.8W,60
 EX, 38.5N,  74.4W,60
 EX, 41.3N,  74.0W,50
 EX, 44.5N,  73.0W,40
 TS, 29.5N,  80.0W,50
 TS, 30.3N,  80.1W,60
 TS, 31.1N,  80.0W,60
 HU, 31.8N,  79.9W,70
 HU, 32.5N,  79.8W,70
 HU, 32.9N,  79.7W,70
 TS, 33.2N,  79.6W,60
 TS, 33.9N,  79.4W,50
 TS, 34.5N,  79.2W,40
 TS, 35.0N,  79.0W,40
 TS, 35.5N,  78.8W,40
 HU, 18.5N,  56.6W,70
 HU, 18.7N,  57.8W,70
 HU, 18.9N,  59.0W,70
 HU, 19.2N,  60.2W,70
 HU, 19.5N,  61.7W,70
 HU, 19.9N,  63.1W,70
 HU, 20.5N,  64.5W,70
 HU, 21.0N,  65.8W,70
 HU, 21.9N,  67.1W,70
 HU, 22.7N,  68.3W,70
 HU, 23.5N,  69.5W,80
 HU, 24.6N,  70.9W,80
 HU, 25.5N,  72.1W,80
 HU, 26.7N,  73.4W,80
